STATION,NAME,DATE,AWND,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT10
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/14/2019,7.61,,0,,0,0,72,86,61,,170,210,,16.1,25.1,,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/15/2019,7.16,,0,,0,0,80,93,70,,240,210,,17,29.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/16/2019,6.04,,0,,0,0,85,95,73,,280,250,,13,19,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/17/2019,6.04,,0,,0,0,81,90,71,,80,60,,13,16.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/18/2019,6.93,,0,,0,0,79,90,69,,100,100,,12.1,15,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/19/2019,5.59,,0,,0,0,79,91,68,,100,120,,12.1,15,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/20/2019,8.5,,0.3,,0,0,80,90,71,,180,180,,32,44.1,1,,1,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/21/2019,11.63,,0.02,,0,0,76,84,74,,180,200,,21,31.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/22/2019,11.41,,0.5,,0,0,78,86,73,,270,270,,25.9,34,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/23/2019,5.37,,0,,0,0,73,80,64,,320,330,,16.1,21,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/24/2019,7.61,,0,,0,0,70,79,59,,160,170,,18.1,25.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/25/2019,5.82,,0,,0,0,73,83,68,,360,210,,16.1,21,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/26/2019,6.26,,0.04,,0,0,70,76,60,,360,10,,15,19.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/27/2019,12.3,,0,,0,0,74,92,66,,200,210,,25.1,36,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/28/2019,6.49,,0.02,,0,0,78,81,70,,210,170,,14.1,21,,,1,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/29/2019,7.61,,0,,0,0,80,92,72,,230,230,,19.9,25.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",9/30/2019,9.17,,0,,0,0,83,92,74,,220,230,,19.9,27.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/1/2019,9.84,,0,,0,0,84,94,75,,250,240,,19.9,25.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/2/2019,9.17,,0,,0,0,83,93,74,,230,260,,17,23,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/3/2019,10.29,,0,,0,0,74,79,56,,330,330,,18.1,25.1,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/4/2019,8.95,,0,,0,0,59,70,51,,40,70,,14.1,19.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/5/2019,7.16,,0,,0,0,63,76,53,,150,150,,16.1,19.9,,,1,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/6/2019,6.26,,0,,0,0,65,69,57,,350,350,,16.1,21.9,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/7/2019,3.36,,0,,0,0,61,74,48,,330,30,,13,18.1,,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/8/2019,4.7,,0,,0,0,60,74,48,,140,190,,16.1,25.9,,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/9/2019,7.16,,0,,0,0,61,76,46,,130,120,,14.1,19.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/10/2019,9.62,,0.94,,0,0,66,71,62,,160,170,,25.9,36,1,,1,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/11/2019,11.41,,0.14,,0,0,57,69,38,,310,290,,23.9,32,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/12/2019,9.62,,0,,0,0,45,62,35,,200,210,,19.9,25.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/13/2019,9.17,,0,,0,0,55,70,44,,250,220,,17,25.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/14/2019,4.03,,0,,0,0,55,71,42,,150,150,,10.1,17,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/15/2019,9.62,,0,,0,0,61,72,50,,330,330,,25.1,35.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/16/2019,9.84,,0,,0,0,52,57,42,,350,340,,19.9,25.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/17/2019,3.8,,0,,0,0,49,62,39,,120,240,,8.9,13,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/18/2019,10.29,,0,,0,0,53,67,42,,140,170,,18.1,25.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/19/2019,6.04,,0,,0,0,59,70,48,,280,280,,13,16.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/20/2019,6.71,,0,,0,0,59,65,56,,140,130,,18.1,25.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/21/2019,16.33,,0.15,,0,0,63,67,54,,220,250,,29.1,38.9,1,,1,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/22/2019,15.66,,0,,0,0,56,62,46,,260,270,,25.1,35.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/23/2019,11.41,,0,,0,0,56,75,45,,210,200,,21,29.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/24/2019,8.05,,0.01,,0,0,53,60,46,,360,320,,16.1,23,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/25/2019,7.16,,0,,0,0,49,53,46,,20,20,,13,16.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/26/2019,10.51,,1.25,,0,0,49,51,46,,320,340,,23,32,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/27/2019,5.82,,0,,0,0,52,69,43,,220,180,,13,21.9,1,1,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/28/2019,6.04,,0,,0,0,53,55,48,,140,140,,18.1,23.9,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/29/2019,9.84,,0.84,,0,0,45,55,38,,310,320,,25.1,33.1,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/30/2019,10.29,,0.47,,0,0,39,41,36,,310,320,,16.1,23,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",10/31/2019,13.87,,0.03,,0,0,35,38,30,,280,280,,29.1,38,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/1/2019,7.16,,0,,0,0,39,57,29,,220,210,,17,23,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/2/2019,8.95,,0,,0,0,44,53,35,,290,290,,23,30,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/3/2019,10.07,,0,,0,0,45,62,32,,190,190,,21,29.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/4/2019,6.93,,0.04,,0,0,51,56,46,,220,230,,15,25.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/5/2019,5.14,,0.02,,0,0,48,55,40,,130,340,,12.1,19,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/6/2019,7.83,,0.01,,0,0,45,48,38,,340,340,,21.9,28,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/7/2019,12.3,,0,,0,0,40,44,27,,10,350,,21.9,31.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/8/2019,5.82,,0,,0,0,29,39,21,,170,190,,14.1,19.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/9/2019,7.38,,0,,0,0,42,63,33,,230,240,,15,21,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/10/2019,8.05,,0,,0,0,55,66,44,,250,240,,19.9,25.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/11/2019,15.43,,0.3,,1.5,0,39,44,16,,330,10,,25.1,35.1,1,1,,1,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/12/2019,9.4,,0,,0,2,17,21,11,,330,340,,21,28,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/13/2019,10.07,,0,,0,1.2,22,38,16,,150,150,,17,23.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/14/2019,5.59,,0,,0,1.2,35,43,27,,330,310,,14.1,19.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/15/2019,1.79,,0,,0,0,33,48,22,,330,340,,8.1,12.1,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/16/2019,4.7,,0,,0,0,36,48,26,,100,100,,10.1,13,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/17/2019,5.82,,0.01,,0,0,40,52,31,,310,220,,13,18.1,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/18/2019,4.7,,0.01,,0,0,45,54,36,,150,150,,14.1,19.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/19/2019,7.83,,0,,0,0,50,58,37,,280,280,,23.9,32,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/20/2019,11.86,,0,,0,0,45,61,35,,140,140,,21,29.1,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/21/2019,12.75,,0.18,,0,0,56,63,43,,190,190,,21.9,33.1,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/22/2019,9.17,,0.01,,0,0,41,43,34,,360,350,,17,21.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/23/2019,7.83,,0.09,,0,0,37,41,34,,280,280,,16.1,21,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/24/2019,8.5,,0,,0,0,42,59,32,,210,210,,16.1,21,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/25/2019,8.05,,0,,0,0,53,67,43,,230,220,,16.1,25.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/26/2019,11.41,,0.23,,0,0,50,62,39,,270,250,,36.9,49,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/27/2019,21.7,,0.01,,0,0,50,60,32,,270,250,,42.9,64,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/28/2019,4.92,,0.05,,0,0,34,37,30,,70,80,,12.1,16.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/29/2019,9.17,,1.1,,0,0,38,42,36,,110,110,,18.1,21.9,1,,1,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",11/30/2019,11.63,,1.5,,0,0,44,55,41,,130,150,,18.1,23.9,1,1,1,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/1/2019,19.24,,0.01,,0,0,,48,34,,280,290,,33.1,46.1,1,,,1,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/2/2019,9.4,,0,,0,0,,40,28,,310,320,,21,31.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/3/2019,7.61,,0,,0,0,,51,26,,230,240,,18.1,21.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/4/2019,8.28,,0,,0,0,,58,35,,290,290,,17,23.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/5/2019,5.82,,0,,0,0,,61,30,,160,,,10.1,,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/6/2019,7.61,,0,,0,0,,51,32,,10,360,,23,25.9,,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/7/2019,5.14,,0,,0,0,,46,25,,180,180,,12.1,12.1,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/8/2019,9.84,,0.02,,0,0,,58,37,,190,190,,16.1,23,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/9/2019,12.3,,0,,0,0,,54,26,,290,280,,25.1,38.9,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/10/2019,7.61,,0,,0,0,,35,21,,310,310,,21,32,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/11/2019,6.71,,0,,0,0,,48,22,,280,210,,17,25.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/12/2019,9.84,,0,,0,0,,53,29,,180,190,,19.9,28,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/13/2019,2.01,,0,,0,0,,49,32,,130,160,,6.9,11,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/14/2019,9.17,,0.11,,0,0,,40,26,,310,310,0,19.9,25.9,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/15/2019,7.16,,0.23,,2.6,0,,28,25,,90,90,,15,19,1,1,,1,,1,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/16/2019,10.29,,0.3,,2.4,2,,29,26,,360,360,,19.9,25.1,1,1,,,,1,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/17/2019,10.07,,0,,0.1,3.9,,33,18,,270,280,,17,21.9,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/18/2019,6.49,,0,,0,3.1,,32,18,,270,270,,15,18.1,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/19/2019,6.71,,0,,0,3.1,,47,25,,200,220,,12.1,18.1,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/20/2019,4.92,,0,,0,2,,47,25,,120,130,,12.1,13,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/21/2019,2.24,,0,,0,1.2,,52,26,,140,150,,10.1,13,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/22/2019,2.46,,0,,0,1.2,,55,26,,120,200,,8.1,10.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/23/2019,2.24,,0,,0,0,,64,30,,130,250,,8.1,10.1,1,,,,,,1,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/24/2019,5.37,,0,,0,0,,64,37,,150,170,,13,19,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/25/2019,8.28,,0,,0,0,,70,36,,170,180,,16.1,23.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/26/2019,7.83,,0,,0,0,,69,45,,310,310,,19.9,25.9,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/27/2019,7.38,,0,,0,0,,46,38,,310,310,,14.1,19,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/28/2019,12.3,,0.44,,0,0,,63,42,,140,150,,21.9,31.1,1,1,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/29/2019,10.74,,0.75,,0,0,,62,40,,260,260,,28,34,1,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/30/2019,20.36,,0,,0,0,,41,35,,260,260,,35.1,46.1,,,,,,,,,
USW00013994,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",12/31/2019,14.09,,0,,0,0,,41,34,,280,290,,25.9,36,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/1/2019,3.58,,0,,0,0,73,80,64,,210,270,,10.1,17,1,,,,,,1,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/2/2019,3.36,,0,,0,0,73,83,67,,180,220,,10.1,14.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/3/2019,5.37,,0,,0,0,74,79,69,,180,180,,12.1,15,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/4/2019,9.4,,0.84,,0,0,72,79,64,,190,200,,21,29.1,1,1,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/5/2019,11.63,,0,,0,0,65,68,54,,320,280,,18.1,27.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/6/2019,4.7,,0,,0,0,60,73,51,,330,290,,10.1,17,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/7/2019,5.14,,0,,0,0,63,78,54,,350,130,,8.9,17,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/8/2019,3.36,,0,,0,0,67,76,57,,280,300,,10.1,15,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/9/2019,7.61,,0,,0,0,65,74,53,,300,290,,17,23.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/10/2019,7.61,,0,,0,0,54,63,47,,360,280,,16.1,23,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/11/2019,6.71,,0,,0,0,56,74,46,,40,30,,12.1,17,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/12/2019,4.47,,0.02,,0,0,65,77,55,,150,120,,13,19.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/13/2019,5.82,,0.03,,0,0,68,76,61,,180,190,,14.1,17,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/14/2019,6.71,,0,,0,0,62,67,51,,300,280,,13,23,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/15/2019,7.61,,0,,0,0,54,61,48,,330,280,,14.1,21.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/16/2019,5.37,,0,,0,0,51,60,44,,330,340,,12.1,16.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/17/2019,4.92,,0,,0,0,54,69,43,,270,260,,14.1,21,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/18/2019,3.58,,0,,0,0,59,72,50,,250,260,,8.9,12.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/19/2019,8.95,,0.09,,0,0,64,76,55,,200,200,,19.9,25.9,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/20/2019,14.32,,0.6,,0,0,63,68,48,,280,270,,36,55,1,,1,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/21/2019,8.05,,0,,0,0,51,65,40,,350,10,,14.1,18.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/22/2019,8.28,,0,,0,0,58,76,47,,110,130,,17,25.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/23/2019,9.84,,0,,0,0,69,80,61,,140,130,,17,25.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/24/2019,10.96,,0.86,,0,0,70,74,56,,230,220,,33.1,45,1,,1,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/25/2019,8.95,,0,,0,0,55,63,44,,350,360,,21,25.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/26/2019,8.72,,0,,0,0,54,63,47,,30,20,,16.1,21.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/27/2019,12.08,,1.77,,0,0,53,53,47,,350,350,,19.9,25.1,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/28/2019,9.17,,0,,0,0,51,62,44,,350,350,,18.1,25.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/29/2019,4.47,,0,,0,0,53,64,44,,190,190,,14.1,16.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/30/2019,8.5,,0,,0,0,56,62,46,,30,30,,16.1,21,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",1/31/2019,8.95,,0,,0,0,52,66,44,,40,50,,14.1,23.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/1/2019,5.59,,0,,0,0,63,77,54,,100,100,,12.1,19,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/2/2019,4.7,,0.02,,0,0,70,78,64,,230,220,,8.9,15,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/3/2019,3.58,,0,,0,0,68,71,62,,270,270,,8.9,19,1,1,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/4/2019,4.47,,0,,0,0,66,71,59,,280,270,,15,21.9,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/5/2019,5.14,,0,,0,0,64,75,58,,240,270,,8.9,15,1,1,,,,,1,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/6/2019,4.7,,0,,0,0,68,79,60,,290,270,,14.1,17,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/7/2019,5.37,,0,,0,0,70,81,62,,290,260,,12.1,17,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/8/2019,4.47,,0,,0,0,69,80,60,,330,280,,13,25.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/9/2019,8.95,,0.03,,0,0,69,79,63,,40,30,,18.1,28,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/10/2019,7.61,,0.09,,0,0,70,81,63,,90,70,,14.1,19,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/11/2019,4.92,,0,,0,0,73,84,64,,120,160,,14.1,19.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/12/2019,8.72,,0.03,,0,0,74,82,70,,200,210,,18.1,23,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/13/2019,9.4,,0.32,,0,0,64,72,50,,300,290,,29.1,42.9,1,,1,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/14/2019,6.04,,0,,0,0,58,76,44,,30,270,,12.1,21.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/15/2019,5.14,,0,,0,0,65,75,56,,290,270,,14.1,18.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/16/2019,6.71,,0,,0,0,67,76,61,,180,180,,17,23.9,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/17/2019,7.61,,0,,0,0,72,82,66,,200,200,,17,23,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/18/2019,7.38,,0,,0,0,75,82,71,,190,180,,14.1,17,1,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/19/2019,5.82,,0,,0,0,74,85,66,,140,150,,12.1,18.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/20/2019,9.4,,0,,0,0,77,85,71,,190,160,,18.1,27.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/21/2019,5.14,,0,,0,0,76,82,69,,200,200,,15,19,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/22/2019,6.71,,0.03,,0,0,77,84,71,,140,140,,13,16.1,,,,,,,,,
USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2/23/2019,9.62,,0,,0,0,76,86,69,,220,170,,17,21.9,,,,,,,,,
